id	stage	metric	value	extra
0806.2938	regex_section	rouge1_f	0.8926654740608229	future_work
0806.2938	regex_section	rouge2_f	0.8207885304659499	future_work
0806.2938	regex_section	rougeL_f	0.8926654740608229	future_work
0806.2938	regex_section	pred_chars	3316.0	
0806.2938	llm_gap	n_gaps	2.0	
0806.2938	llm_gap	mean_sim_to_gold	0.9911149144172668	
0806.2938	llm_gap	mean_sim_to_full	0.9911149144172668	
0806.2938	llm_gap	recovery_at_0.5	1.0	
0806.2938	llm_gap	hallucination_at_0.5	0.0	
0806.2938	llm_gap	recovery_at_0.6	1.0	
0806.2938	llm_gap	hallucination_at_0.6	0.0	
0806.2938	llm_gap	recovery_at_0.7	1.0	
0806.2938	llm_gap	hallucination_at_0.7	0.0	
0806.2938	pipeline_vs_oracle	n_oracle_gaps	2.0	
0806.2938	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.9911149144172668	
0806.2938	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.9911149144172668	
0806.2938	pipeline_vs_oracle	recovery_at_0.5	1.0	
0806.2938	pipeline_vs_oracle	coverage_at_0.5	1.0	
0806.2938	pipeline_vs_oracle	recovery_at_0.6	1.0	
0806.2938	pipeline_vs_oracle	coverage_at_0.6	1.0	
0806.2938	pipeline_vs_oracle	recovery_at_0.7	1.0	
0806.2938	pipeline_vs_oracle	coverage_at_0.7	1.0	
0807.1134	regex_section	rouge1_f	0.32493483927019984	fallback
0807.1134	regex_section	rouge2_f	0.2959094865100087	fallback
0807.1134	regex_section	rougeL_f	0.3231972198088619	fallback
0807.1134	regex_section	pred_chars	5400.0	
0807.1134	llm_gap	n_gaps	2.0	
0807.1134	llm_gap	mean_sim_to_gold	0.36795932054519653	
0807.1134	llm_gap	mean_sim_to_full	1.0	
0807.1134	llm_gap	recovery_at_0.5	0.0	
0807.1134	llm_gap	hallucination_at_0.5	0.0	
0807.1134	llm_gap	recovery_at_0.6	0.0	
0807.1134	llm_gap	hallucination_at_0.6	0.0	
0807.1134	llm_gap	recovery_at_0.7	0.0	
0807.1134	llm_gap	hallucination_at_0.7	0.0	
0807.1134	pipeline_vs_oracle	n_oracle_gaps	1.0	
0807.1134	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.2166619449853897	
0807.1134	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.24925179779529572	
0807.1134	pipeline_vs_oracle	recovery_at_0.5	0.0	
0807.1134	pipeline_vs_oracle	coverage_at_0.5	0.0	
0807.1134	pipeline_vs_oracle	recovery_at_0.6	0.0	
0807.1134	pipeline_vs_oracle	coverage_at_0.6	0.0	
0807.1134	pipeline_vs_oracle	recovery_at_0.7	0.0	
0807.1134	pipeline_vs_oracle	coverage_at_0.7	0.0	
0807.0023	regex_section	rouge1_f	0.31362007168458783	discussion,future_work
0807.0023	regex_section	rouge2_f	0.20807174887892377	discussion,future_work
0807.0023	regex_section	rougeL_f	0.22939068100358423	discussion,future_work
0807.0023	regex_section	pred_chars	11182.0	
0807.0023	llm_gap	n_gaps	3.0	
0807.0023	llm_gap	mean_sim_to_gold	0.8537115454673767	
0807.0023	llm_gap	mean_sim_to_full	0.8537115454673767	
0807.0023	llm_gap	recovery_at_0.5	1.0	
0807.0023	llm_gap	hallucination_at_0.5	0.0	
0807.0023	llm_gap	recovery_at_0.6	0.6666666666666666	
0807.0023	llm_gap	hallucination_at_0.6	0.3333333333333333	
0807.0023	llm_gap	recovery_at_0.7	0.6666666666666666	
0807.0023	llm_gap	hallucination_at_0.7	0.3333333333333333	
0807.0023	pipeline_vs_oracle	n_oracle_gaps	2.0	
0807.0023	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.48159947991371155	
0807.0023	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.7341190576553345	
0807.0023	pipeline_vs_oracle	recovery_at_0.5	0.3333333333333333	
0807.0023	pipeline_vs_oracle	coverage_at_0.5	0.5	
0807.0023	pipeline_vs_oracle	recovery_at_0.6	0.3333333333333333	
0807.0023	pipeline_vs_oracle	coverage_at_0.6	0.5	
0807.0023	pipeline_vs_oracle	recovery_at_0.7	0.3333333333333333	
0807.0023	pipeline_vs_oracle	coverage_at_0.7	0.5	
0808.2057	regex_section	rouge1_f	0.3468917881811205	fallback
0808.2057	regex_section	rouge2_f	0.06456571867794005	fallback
0808.2057	regex_section	rougeL_f	0.13507290867229468	fallback
0808.2057	regex_section	pred_chars	4950.0	
0808.2057	llm_gap	n_gaps	1.0	
0808.2057	llm_gap	mean_sim_to_gold	0.7161424160003662	
0808.2057	llm_gap	mean_sim_to_full	1.0	
0808.2057	llm_gap	recovery_at_0.5	1.0	
0808.2057	llm_gap	hallucination_at_0.5	0.0	
0808.2057	llm_gap	recovery_at_0.6	1.0	
0808.2057	llm_gap	hallucination_at_0.6	0.0	
0808.2057	llm_gap	recovery_at_0.7	1.0	
0808.2057	llm_gap	hallucination_at_0.7	0.0	
0808.2057	pipeline_vs_oracle	n_oracle_gaps	2.0	
0808.2057	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.7161422967910767	
0808.2057	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.702480673789978	
0808.2057	pipeline_vs_oracle	recovery_at_0.5	1.0	
0808.2057	pipeline_vs_oracle	coverage_at_0.5	1.0	
0808.2057	pipeline_vs_oracle	recovery_at_0.6	1.0	
0808.2057	pipeline_vs_oracle	coverage_at_0.6	1.0	
0808.2057	pipeline_vs_oracle	recovery_at_0.7	1.0	
0808.2057	pipeline_vs_oracle	coverage_at_0.7	0.5	
0811.2508	regex_section	rouge1_f	0.26186579378068736	fallback
0811.2508	regex_section	rouge2_f	0.05081967213114754	fallback
0811.2508	regex_section	rougeL_f	0.10147299509001638	fallback
0811.2508	regex_section	pred_chars	5861.0	
0811.2508	llm_gap	n_gaps	2.0	
0811.2508	llm_gap	mean_sim_to_gold	0.6181535720825195	
0811.2508	llm_gap	mean_sim_to_full	0.927898645401001	
0811.2508	llm_gap	recovery_at_0.5	1.0	
0811.2508	llm_gap	hallucination_at_0.5	0.0	
0811.2508	llm_gap	recovery_at_0.6	0.5	
0811.2508	llm_gap	hallucination_at_0.6	0.0	
0811.2508	llm_gap	recovery_at_0.7	0.5	
0811.2508	llm_gap	hallucination_at_0.7	0.0	
0811.2508	pipeline_vs_oracle	n_oracle_gaps	2.0	
0811.2508	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.2678072452545166	
0811.2508	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.3517734110355377	
0811.2508	pipeline_vs_oracle	recovery_at_0.5	0.0	
0811.2508	pipeline_vs_oracle	coverage_at_0.5	0.0	
0811.2508	pipeline_vs_oracle	recovery_at_0.6	0.0	
0811.2508	pipeline_vs_oracle	coverage_at_0.6	0.0	
0811.2508	pipeline_vs_oracle	recovery_at_0.7	0.0	
0811.2508	pipeline_vs_oracle	coverage_at_0.7	0.0	
0811.3859	regex_section	rouge1_f	0.7569141193595342	future_work
0811.3859	regex_section	rouge2_f	0.6627737226277373	future_work
0811.3859	regex_section	rougeL_f	0.7569141193595342	future_work
0811.3859	regex_section	pred_chars	1751.0	
0811.3859	llm_gap	n_gaps	3.0	
0811.3859	llm_gap	mean_sim_to_gold	0.7741158604621887	
0811.3859	llm_gap	mean_sim_to_full	0.774116039276123	
0811.3859	llm_gap	recovery_at_0.5	0.6666666666666666	
0811.3859	llm_gap	hallucination_at_0.5	0.3333333333333333	
0811.3859	llm_gap	recovery_at_0.6	0.6666666666666666	
0811.3859	llm_gap	hallucination_at_0.6	0.3333333333333333	
0811.3859	llm_gap	recovery_at_0.7	0.6666666666666666	
0811.3859	llm_gap	hallucination_at_0.7	0.3333333333333333	
0811.3859	pipeline_vs_oracle	n_oracle_gaps	2.0	
0811.3859	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.43489766120910645	
0811.3859	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.4265901744365692	
0811.3859	pipeline_vs_oracle	recovery_at_0.5	0.0	
0811.3859	pipeline_vs_oracle	coverage_at_0.5	0.0	
0811.3859	pipeline_vs_oracle	recovery_at_0.6	0.0	
0811.3859	pipeline_vs_oracle	coverage_at_0.6	0.0	
0811.3859	pipeline_vs_oracle	recovery_at_0.7	0.0	
0811.3859	pipeline_vs_oracle	coverage_at_0.7	0.0	
0902.0196	regex_section	rouge1_f	0.43727598566308246	future_work
0902.0196	regex_section	rouge2_f	0.3032490974729242	future_work
0902.0196	regex_section	rougeL_f	0.37275985663082434	future_work
0902.0196	regex_section	pred_chars	773.0	
0902.0196	llm_gap	n_gaps	0.0	
0902.0196	llm_gap	mean_sim_to_gold	0.0	
0902.0196	llm_gap	mean_sim_to_full	0.0	
0902.0196	llm_gap	recovery_at_0.5	0.0	
0902.0196	llm_gap	hallucination_at_0.5	0.0	
0902.0196	llm_gap	recovery_at_0.6	0.0	
0902.0196	llm_gap	hallucination_at_0.6	0.0	
0902.0196	llm_gap	recovery_at_0.7	0.0	
0902.0196	llm_gap	hallucination_at_0.7	0.0	
0902.0196	pipeline_vs_oracle	n_oracle_gaps	1.0	
0902.0196	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0902.0196	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0902.0196	pipeline_vs_oracle	recovery_at_0.5	0.0	
0902.0196	pipeline_vs_oracle	coverage_at_0.5	0.0	
0902.0196	pipeline_vs_oracle	recovery_at_0.6	0.0	
0902.0196	pipeline_vs_oracle	coverage_at_0.6	0.0	
0902.0196	pipeline_vs_oracle	recovery_at_0.7	0.0	
0902.0196	pipeline_vs_oracle	coverage_at_0.7	0.0	
0902.2504	regex_section	rouge1_f	0.13464696223316913	fallback
0902.2504	regex_section	rouge2_f	0.009884678747940693	fallback
0902.2504	regex_section	rougeL_f	0.062397372742200335	fallback
0902.2504	regex_section	pred_chars	2642.0	
0902.2504	llm_gap	n_gaps	0.0	
0902.2504	llm_gap	mean_sim_to_gold	0.0	
0902.2504	llm_gap	mean_sim_to_full	0.0	
0902.2504	llm_gap	recovery_at_0.5	0.0	
0902.2504	llm_gap	hallucination_at_0.5	0.0	
0902.2504	llm_gap	recovery_at_0.6	0.0	
0902.2504	llm_gap	hallucination_at_0.6	0.0	
0902.2504	llm_gap	recovery_at_0.7	0.0	
0902.2504	llm_gap	hallucination_at_0.7	0.0	
0902.2504	pipeline_vs_oracle	n_oracle_gaps	2.0	
0902.2504	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0902.2504	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0902.2504	pipeline_vs_oracle	recovery_at_0.5	0.0	
0902.2504	pipeline_vs_oracle	coverage_at_0.5	0.0	
0902.2504	pipeline_vs_oracle	recovery_at_0.6	0.0	
0902.2504	pipeline_vs_oracle	coverage_at_0.6	0.0	
0902.2504	pipeline_vs_oracle	recovery_at_0.7	0.0	
0902.2504	pipeline_vs_oracle	coverage_at_0.7	0.0	
0902.4012	regex_section	rouge1_f	0.27380952380952384	fallback
0902.4012	regex_section	rouge2_f	0.046199701937406856	fallback
0902.4012	regex_section	rougeL_f	0.11607142857142856	fallback
0902.4012	regex_section	pred_chars	4173.0	
0902.4012	llm_gap	n_gaps	3.0	
0902.4012	llm_gap	mean_sim_to_gold	0.45764055848121643	
0902.4012	llm_gap	mean_sim_to_full	0.7212961316108704	
0902.4012	llm_gap	recovery_at_0.5	0.6666666666666666	
0902.4012	llm_gap	hallucination_at_0.5	0.0	
0902.4012	llm_gap	recovery_at_0.6	0.3333333333333333	
0902.4012	llm_gap	hallucination_at_0.6	0.3333333333333333	
0902.4012	llm_gap	recovery_at_0.7	0.0	
0902.4012	llm_gap	hallucination_at_0.7	0.3333333333333333	
0902.4012	pipeline_vs_oracle	n_oracle_gaps	2.0	
0902.4012	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.1920955926179886	
0902.4012	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.3100324869155884	
0902.4012	pipeline_vs_oracle	recovery_at_0.5	0.0	
0902.4012	pipeline_vs_oracle	coverage_at_0.5	0.0	
0902.4012	pipeline_vs_oracle	recovery_at_0.6	0.0	
0902.4012	pipeline_vs_oracle	coverage_at_0.6	0.0	
0902.4012	pipeline_vs_oracle	recovery_at_0.7	0.0	
0902.4012	pipeline_vs_oracle	coverage_at_0.7	0.0	
0902.3986	regex_section	rouge1_f	0.8398384925975775	limitations
0902.3986	regex_section	rouge2_f	0.7908232118758434	limitations
0902.3986	regex_section	rougeL_f	0.8398384925975775	limitations
0902.3986	regex_section	pred_chars	2046.0	
0902.3986	llm_gap	n_gaps	1.0	
0902.3986	llm_gap	mean_sim_to_gold	1.0	
0902.3986	llm_gap	mean_sim_to_full	1.0	
0902.3986	llm_gap	recovery_at_0.5	1.0	
0902.3986	llm_gap	hallucination_at_0.5	0.0	
0902.3986	llm_gap	recovery_at_0.6	1.0	
0902.3986	llm_gap	hallucination_at_0.6	0.0	
0902.3986	llm_gap	recovery_at_0.7	1.0	
0902.3986	llm_gap	hallucination_at_0.7	0.0	
0902.3986	pipeline_vs_oracle	n_oracle_gaps	1.0	
0902.3986	pipeline_vs_oracle	mean_sim_pipe_to_oracle	1.0000001192092896	
0902.3986	pipeline_vs_oracle	mean_sim_oracle_to_pipe	1.0000001192092896	
0902.3986	pipeline_vs_oracle	recovery_at_0.5	1.0	
0902.3986	pipeline_vs_oracle	coverage_at_0.5	1.0	
0902.3986	pipeline_vs_oracle	recovery_at_0.6	1.0	
0902.3986	pipeline_vs_oracle	coverage_at_0.6	1.0	
0902.3986	pipeline_vs_oracle	recovery_at_0.7	1.0	
0902.3986	pipeline_vs_oracle	coverage_at_0.7	1.0	
0902.3485	regex_section	rouge1_f	0.6666666666666666	discussion,future_work
0902.3485	regex_section	rouge2_f	0.642166344294004	discussion,future_work
0902.3485	regex_section	rougeL_f	0.6666666666666666	discussion,future_work
0902.3485	regex_section	pred_chars	1971.0	
0902.3485	llm_gap	n_gaps	2.0	
0902.3485	llm_gap	mean_sim_to_gold	0.824080228805542	
0902.3485	llm_gap	mean_sim_to_full	0.824080228805542	
0902.3485	llm_gap	recovery_at_0.5	1.0	
0902.3485	llm_gap	hallucination_at_0.5	0.0	
0902.3485	llm_gap	recovery_at_0.6	1.0	
0902.3485	llm_gap	hallucination_at_0.6	0.0	
0902.3485	llm_gap	recovery_at_0.7	0.5	
0902.3485	llm_gap	hallucination_at_0.7	0.5	
0902.3485	pipeline_vs_oracle	n_oracle_gaps	2.0	
0902.3485	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.8240801095962524	
0902.3485	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.8240801095962524	
0902.3485	pipeline_vs_oracle	recovery_at_0.5	1.0	
0902.3485	pipeline_vs_oracle	coverage_at_0.5	1.0	
0902.3485	pipeline_vs_oracle	recovery_at_0.6	1.0	
0902.3485	pipeline_vs_oracle	coverage_at_0.6	1.0	
0902.3485	pipeline_vs_oracle	recovery_at_0.7	0.5	
0902.3485	pipeline_vs_oracle	coverage_at_0.7	0.5	
0903.0843	regex_section	rouge1_f	0.9255813953488373	future_work
0903.0843	regex_section	rouge2_f	0.897196261682243	future_work
0903.0843	regex_section	rougeL_f	0.9209302325581395	future_work
0903.0843	regex_section	pred_chars	1362.0	
0903.0843	llm_gap	n_gaps	1.0	
0903.0843	llm_gap	mean_sim_to_gold	1.0	
0903.0843	llm_gap	mean_sim_to_full	1.0	
0903.0843	llm_gap	recovery_at_0.5	1.0	
0903.0843	llm_gap	hallucination_at_0.5	0.0	
0903.0843	llm_gap	recovery_at_0.6	1.0	
0903.0843	llm_gap	hallucination_at_0.6	0.0	
0903.0843	llm_gap	recovery_at_0.7	1.0	
0903.0843	llm_gap	hallucination_at_0.7	0.0	
0903.0843	pipeline_vs_oracle	n_oracle_gaps	2.0	
0903.0843	pipeline_vs_oracle	mean_sim_pipe_to_oracle	1.000000238418579	
0903.0843	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.6931085586547852	
0903.0843	pipeline_vs_oracle	recovery_at_0.5	1.0	
0903.0843	pipeline_vs_oracle	coverage_at_0.5	0.5	
0903.0843	pipeline_vs_oracle	recovery_at_0.6	1.0	
0903.0843	pipeline_vs_oracle	coverage_at_0.6	0.5	
0903.0843	pipeline_vs_oracle	recovery_at_0.7	1.0	
0903.0843	pipeline_vs_oracle	coverage_at_0.7	0.5	
0903.5444	regex_section	rouge1_f	0.37951807228915657	fallback
0903.5444	regex_section	rouge2_f	0.0925553319919517	fallback
0903.5444	regex_section	rougeL_f	0.1506024096385542	fallback
0903.5444	regex_section	pred_chars	4968.0	
0903.5444	llm_gap	n_gaps	2.0	
0903.5444	llm_gap	mean_sim_to_gold	0.5785627365112305	
0903.5444	llm_gap	mean_sim_to_full	0.8993731141090393	
0903.5444	llm_gap	recovery_at_0.5	1.0	
0903.5444	llm_gap	hallucination_at_0.5	0.0	
0903.5444	llm_gap	recovery_at_0.6	0.0	
0903.5444	llm_gap	hallucination_at_0.6	0.0	
0903.5444	llm_gap	recovery_at_0.7	0.0	
0903.5444	llm_gap	hallucination_at_0.7	0.0	
0903.5444	pipeline_vs_oracle	n_oracle_gaps	2.0	
0903.5444	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.5404137372970581	
0903.5444	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.4236513376235962	
0903.5444	pipeline_vs_oracle	recovery_at_0.5	1.0	
0903.5444	pipeline_vs_oracle	coverage_at_0.5	0.5	
0903.5444	pipeline_vs_oracle	recovery_at_0.6	0.0	
0903.5444	pipeline_vs_oracle	coverage_at_0.6	0.0	
0903.5444	pipeline_vs_oracle	recovery_at_0.7	0.0	
0903.5444	pipeline_vs_oracle	coverage_at_0.7	0.0	
0903.4559	regex_section	rouge1_f	0.48145896656534953	fallback
0903.4559	regex_section	rouge2_f	0.1898965307364577	fallback
0903.4559	regex_section	rougeL_f	0.2030395136778115	fallback
0903.4559	regex_section	pred_chars	5368.0	
0903.4559	llm_gap	n_gaps	2.0	
0903.4559	llm_gap	mean_sim_to_gold	1.0	
0903.4559	llm_gap	mean_sim_to_full	1.0	
0903.4559	llm_gap	recovery_at_0.5	1.0	
0903.4559	llm_gap	hallucination_at_0.5	0.0	
0903.4559	llm_gap	recovery_at_0.6	1.0	
0903.4559	llm_gap	hallucination_at_0.6	0.0	
0903.4559	llm_gap	recovery_at_0.7	1.0	
0903.4559	llm_gap	hallucination_at_0.7	0.0	
0903.4559	pipeline_vs_oracle	n_oracle_gaps	2.0	
0903.4559	pipeline_vs_oracle	mean_sim_pipe_to_oracle	1.0	
0903.4559	pipeline_vs_oracle	mean_sim_oracle_to_pipe	1.0	
0903.4559	pipeline_vs_oracle	recovery_at_0.5	1.0	
0903.4559	pipeline_vs_oracle	coverage_at_0.5	1.0	
0903.4559	pipeline_vs_oracle	recovery_at_0.6	1.0	
0903.4559	pipeline_vs_oracle	coverage_at_0.6	1.0	
0903.4559	pipeline_vs_oracle	recovery_at_0.7	1.0	
0903.4559	pipeline_vs_oracle	coverage_at_0.7	1.0	
0904.4143	regex_section	rouge1_f	0.17045454545454544	fallback
0904.4143	regex_section	rouge2_f	0.025056947608200455	fallback
0904.4143	regex_section	rougeL_f	0.09999999999999999	fallback
0904.4143	regex_section	pred_chars	3523.0	
0904.4143	llm_gap	n_gaps	0.0	
0904.4143	llm_gap	mean_sim_to_gold	0.0	
0904.4143	llm_gap	mean_sim_to_full	0.0	
0904.4143	llm_gap	recovery_at_0.5	0.0	
0904.4143	llm_gap	hallucination_at_0.5	0.0	
0904.4143	llm_gap	recovery_at_0.6	0.0	
0904.4143	llm_gap	hallucination_at_0.6	0.0	
0904.4143	llm_gap	recovery_at_0.7	0.0	
0904.4143	llm_gap	hallucination_at_0.7	0.0	
0904.4143	pipeline_vs_oracle	n_oracle_gaps	2.0	
0904.4143	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.0	
0904.4143	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.0	
0904.4143	pipeline_vs_oracle	recovery_at_0.5	0.0	
0904.4143	pipeline_vs_oracle	coverage_at_0.5	0.0	
0904.4143	pipeline_vs_oracle	recovery_at_0.6	0.0	
0904.4143	pipeline_vs_oracle	coverage_at_0.6	0.0	
0904.4143	pipeline_vs_oracle	recovery_at_0.7	0.0	
0904.4143	pipeline_vs_oracle	coverage_at_0.7	0.0	
0905.0808	regex_section	rouge1_f	0.5810635538261998	future_work
0905.0808	regex_section	rouge2_f	0.4135240572171651	future_work
0905.0808	regex_section	rougeL_f	0.4357976653696498	future_work
0905.0808	regex_section	pred_chars	2629.0	
0905.0808	llm_gap	n_gaps	4.0	
0905.0808	llm_gap	mean_sim_to_gold	0.9971492886543274	
0905.0808	llm_gap	mean_sim_to_full	0.9971493482589722	
0905.0808	llm_gap	recovery_at_0.5	1.0	
0905.0808	llm_gap	hallucination_at_0.5	0.0	
0905.0808	llm_gap	recovery_at_0.6	1.0	
0905.0808	llm_gap	hallucination_at_0.6	0.0	
0905.0808	llm_gap	recovery_at_0.7	1.0	
0905.0808	llm_gap	hallucination_at_0.7	0.0	
0905.0808	pipeline_vs_oracle	n_oracle_gaps	2.0	
0905.0808	pipeline_vs_oracle	mean_sim_pipe_to_oracle	0.5630679726600647	
0905.0808	pipeline_vs_oracle	mean_sim_oracle_to_pipe	0.6714344620704651	
0905.0808	pipeline_vs_oracle	recovery_at_0.5	0.25	
0905.0808	pipeline_vs_oracle	coverage_at_0.5	0.5	
0905.0808	pipeline_vs_oracle	recovery_at_0.6	0.25	
0905.0808	pipeline_vs_oracle	coverage_at_0.6	0.5	
0905.0808	pipeline_vs_oracle	recovery_at_0.7	0.25	
0905.0808	pipeline_vs_oracle	coverage_at_0.7	0.5	
0905.0794	regex_section	rouge1_f	0.5646437994722956	future_work
0905.0794	regex_section	rouge2_f	0.47745358090185674	future_work
0905.0794	regex_section	rougeL_f	0.5646437994722956	future_work
0905.0794	regex_section	pred_chars	943.0	
