id	stage	metric	value	extra
0807.1134	regex_section	rouge2_f	0.14193548387096774	discussion,limitations
0807.1134	regex_section	rougeL_f	0.25695931477516065	discussion,limitations
0807.1134	regex_section	pred_chars	1341.0	
0807.1134	llm_gap	n_gaps	0.0	
0807.1134	llm_gap	mean_sim_to_gold	0.0	
0807.1134	llm_gap	mean_sim_to_full	0.0	
0807.1134	llm_gap	recovery_at_0.5	0.0	
0807.1134	llm_gap	hallucination_at_0.5	0.0	
0807.1134	llm_gap	recovery_at_0.6	0.0	
0807.1134	llm_gap	hallucination_at_0.6	0.0	
0807.1134	llm_gap	recovery_at_0.7	0.0	
0807.1134	llm_gap	hallucination_at_0.7	0.0	
0807.0023	regex_section	rouge1_f	0.5933014354066986	fallback
0807.0023	regex_section	rouge2_f	0.4161073825503356	fallback
0807.0023	regex_section	rougeL_f	0.37129186602870806	fallback
0807.0023	regex_section	pred_chars	4090.0	
0807.0023	llm_gap	n_gaps	2.0	
0807.0023	llm_gap	mean_sim_to_gold	1.0	
0807.0023	llm_gap	mean_sim_to_full	1.0	
0807.0023	llm_gap	recovery_at_0.5	1.0	
0807.0023	llm_gap	hallucination_at_0.5	0.0	
0807.0023	llm_gap	recovery_at_0.6	1.0	
0807.0023	llm_gap	hallucination_at_0.6	0.0	
0807.0023	llm_gap	recovery_at_0.7	1.0	
0807.0023	llm_gap	hallucination_at_0.7	0.0	
0808.2057	regex_section	rouge1_f	0.31578947368421056	fallback
0808.2057	regex_section	rouge2_f	0.07874015748031496	fallback
0808.2057	regex_section	rougeL_f	0.1234119782214156	fallback
0808.2057	regex_section	pred_chars	8373.0	
0808.2057	llm_gap	n_gaps	1.0	
0808.2057	llm_gap	mean_sim_to_gold	0.7161424160003662	
0808.2057	llm_gap	mean_sim_to_full	1.0	
0808.2057	llm_gap	recovery_at_0.5	1.0	
0808.2057	llm_gap	hallucination_at_0.5	0.0	
0808.2057	llm_gap	recovery_at_0.6	1.0	
0808.2057	llm_gap	hallucination_at_0.6	0.0	
0808.2057	llm_gap	recovery_at_0.7	1.0	
0808.2057	llm_gap	hallucination_at_0.7	0.0	
0811.2508	regex_section	rouge1_f	0.24312590448625182	fallback
0811.2508	regex_section	rouge2_f	0.055072463768115934	fallback
0811.2508	regex_section	rougeL_f	0.09985528219971056	fallback
0811.2508	regex_section	pred_chars	7812.0	
0811.2508	llm_gap	n_gaps	2.0	
0811.2508	llm_gap	mean_sim_to_gold	0.40097296237945557	
0811.2508	llm_gap	mean_sim_to_full	0.9623208045959473	
0811.2508	llm_gap	recovery_at_0.5	0.0	
0811.2508	llm_gap	hallucination_at_0.5	0.0	
0811.2508	llm_gap	recovery_at_0.6	0.0	
0811.2508	llm_gap	hallucination_at_0.6	0.0	
0811.2508	llm_gap	recovery_at_0.7	0.0	
0811.2508	llm_gap	hallucination_at_0.7	0.0	
0811.3859	regex_section	rouge1_f	0.24866785079928952	discussion
0811.3859	regex_section	rouge2_f	0.053475935828877004	discussion
0811.3859	regex_section	rougeL_f	0.1349911190053286	discussion
0811.3859	regex_section	pred_chars	1322.0	
0811.3859	llm_gap	n_gaps	1.0	
0811.3859	llm_gap	mean_sim_to_gold	0.2784527540206909	
0811.3859	llm_gap	mean_sim_to_full	0.541202187538147	
0811.3859	llm_gap	recovery_at_0.5	0.0	
0811.3859	llm_gap	hallucination_at_0.5	0.0	
0811.3859	llm_gap	recovery_at_0.6	0.0	
0811.3859	llm_gap	hallucination_at_0.6	1.0	
0811.3859	llm_gap	recovery_at_0.7	0.0	
0811.3859	llm_gap	hallucination_at_0.7	1.0	
0902.0196	regex_section	rouge1_f	0.09602021478205938	tail
0902.0196	regex_section	rouge2_f	0.0290955091714105	tail
0902.0196	regex_section	rougeL_f	0.045483259633607075	tail
0902.0196	regex_section	pred_chars	10402.0	
0902.0196	llm_gap	n_gaps	1.0	
0902.0196	llm_gap	mean_sim_to_gold	1.0	
0902.0196	llm_gap	mean_sim_to_full	1.0	
0902.0196	llm_gap	recovery_at_0.5	1.0	
0902.0196	llm_gap	hallucination_at_0.5	0.0	
0902.0196	llm_gap	recovery_at_0.6	1.0	
0902.0196	llm_gap	hallucination_at_0.6	0.0	
0902.0196	llm_gap	recovery_at_0.7	1.0	
0902.0196	llm_gap	hallucination_at_0.7	0.0	
0902.2504	regex_section	rouge1_f	0.2505161734342739	fallback
0902.2504	regex_section	rouge2_f	0.04410751206064783	fallback
0902.2504	regex_section	rougeL_f	0.11011699931176873	fallback
0902.2504	regex_section	pred_chars	6659.0	
0902.2504	llm_gap	n_gaps	1.0	
0902.2504	llm_gap	mean_sim_to_gold	0.6527857780456543	
0902.2504	llm_gap	mean_sim_to_full	0.9135096073150635	
0902.2504	llm_gap	recovery_at_0.5	1.0	
0902.2504	llm_gap	hallucination_at_0.5	0.0	
0902.2504	llm_gap	recovery_at_0.6	1.0	
0902.2504	llm_gap	hallucination_at_0.6	0.0	
0902.2504	llm_gap	recovery_at_0.7	0.0	
0902.2504	llm_gap	hallucination_at_0.7	0.0	
0902.4012	regex_section	rouge1_f	0.23759398496240602	fallback
0902.4012	regex_section	rouge2_f	0.05117912694430507	fallback
0902.4012	regex_section	rougeL_f	0.1192982456140351	fallback
0902.4012	regex_section	pred_chars	10331.0	
0902.4012	llm_gap	n_gaps	2.0	
0902.4012	llm_gap	mean_sim_to_gold	0.4977813959121704	
0902.4012	llm_gap	mean_sim_to_full	0.651210367679596	
0902.4012	llm_gap	recovery_at_0.5	0.5	
0902.4012	llm_gap	hallucination_at_0.5	0.5	
0902.4012	llm_gap	recovery_at_0.6	0.5	
0902.4012	llm_gap	hallucination_at_0.6	0.5	
0902.4012	llm_gap	recovery_at_0.7	0.0	
0902.4012	llm_gap	hallucination_at_0.7	0.5	
0902.3986	regex_section	rouge1_f	0.3035190615835777	fallback
0902.3986	regex_section	rouge2_f	0.06020558002936858	fallback
0902.3986	regex_section	rougeL_f	0.12903225806451613	fallback
0902.3986	regex_section	pred_chars	6139.0	
0902.3986	llm_gap	n_gaps	2.0	
0902.3986	llm_gap	mean_sim_to_gold	0.47053420543670654	
0902.3986	llm_gap	mean_sim_to_full	0.958126425743103	
0902.3986	llm_gap	recovery_at_0.5	0.5	
0902.3986	llm_gap	hallucination_at_0.5	0.0	
0902.3986	llm_gap	recovery_at_0.6	0.0	
0902.3986	llm_gap	hallucination_at_0.6	0.0	
0902.3986	llm_gap	recovery_at_0.7	0.0	
0902.3986	llm_gap	hallucination_at_0.7	0.0	
0902.3485	regex_section	rouge1_f	0.11818181818181818	limitations
0902.3485	regex_section	rouge2_f	0.009174311926605505	limitations
0902.3485	regex_section	rougeL_f	0.08181818181818182	limitations
0902.3485	regex_section	pred_chars	235.0	
0902.3485	llm_gap	n_gaps	0.0	
0902.3485	llm_gap	mean_sim_to_gold	0.0	
0902.3485	llm_gap	mean_sim_to_full	0.0	
0902.3485	llm_gap	recovery_at_0.5	0.0	
0902.3485	llm_gap	hallucination_at_0.5	0.0	
0902.3485	llm_gap	recovery_at_0.6	0.0	
0902.3485	llm_gap	hallucination_at_0.6	0.0	
0902.3485	llm_gap	recovery_at_0.7	0.0	
0902.3485	llm_gap	hallucination_at_0.7	0.0	
0903.0843	regex_section	rouge1_f	0.36296296296296293	fallback
0903.0843	regex_section	rouge2_f	0.3582089552238806	fallback
0903.0843	regex_section	rougeL_f	0.36296296296296293	fallback
0903.0843	regex_section	pred_chars	294.0	
0903.0843	llm_gap	n_gaps	1.0	
0903.0843	llm_gap	mean_sim_to_gold	1.0	
0903.0843	llm_gap	mean_sim_to_full	1.0	
0903.0843	llm_gap	recovery_at_0.5	1.0	
0903.0843	llm_gap	hallucination_at_0.5	0.0	
0903.0843	llm_gap	recovery_at_0.6	1.0	
0903.0843	llm_gap	hallucination_at_0.6	0.0	
0903.0843	llm_gap	recovery_at_0.7	1.0	
0903.0843	llm_gap	hallucination_at_0.7	0.0	
0903.5444	regex_section	rouge1_f	1.0	future_work
0903.5444	regex_section	rouge2_f	1.0	future_work
0903.5444	regex_section	rougeL_f	1.0	future_work
0903.5444	regex_section	pred_chars	2008.0	
0903.5444	llm_gap	n_gaps	2.0	
0903.5444	llm_gap	mean_sim_to_gold	1.000000238418579	
0903.5444	llm_gap	mean_sim_to_full	1.000000238418579	
0903.5444	llm_gap	recovery_at_0.5	1.0	
0903.5444	llm_gap	hallucination_at_0.5	0.0	
0903.5444	llm_gap	recovery_at_0.6	1.0	
0903.5444	llm_gap	hallucination_at_0.6	0.0	
0903.5444	llm_gap	recovery_at_0.7	1.0	
0903.5444	llm_gap	hallucination_at_0.7	0.0	
0903.4559	regex_section	rouge1_f	0.48995983935742976	discussion,limitations
0903.4559	regex_section	rouge2_f	0.4366197183098592	discussion,limitations
0903.4559	regex_section	rougeL_f	0.45983935742971893	discussion,limitations
0903.4559	regex_section	pred_chars	1825.0	
0903.4559	llm_gap	n_gaps	2.0	
0903.4559	llm_gap	mean_sim_to_gold	0.988540530204773	
0903.4559	llm_gap	mean_sim_to_full	0.988540530204773	
0903.4559	llm_gap	recovery_at_0.5	1.0	
0903.4559	llm_gap	hallucination_at_0.5	0.0	
0903.4559	llm_gap	recovery_at_0.6	1.0	
0903.4559	llm_gap	hallucination_at_0.6	0.0	
0903.4559	llm_gap	recovery_at_0.7	1.0	
0903.4559	llm_gap	hallucination_at_0.7	0.0	
0904.4143	regex_section	rouge1_f	0.10876803551609322	fallback
0904.4143	regex_section	rouge2_f	0.021111111111111112	fallback
0904.4143	regex_section	rougeL_f	0.05771365149833518	fallback
0904.4143	regex_section	pred_chars	11671.0	
0904.4143	llm_gap	n_gaps	0.0	
0904.4143	llm_gap	mean_sim_to_gold	0.0	
0904.4143	llm_gap	mean_sim_to_full	0.0	
0904.4143	llm_gap	recovery_at_0.5	0.0	
0904.4143	llm_gap	hallucination_at_0.5	0.0	
0904.4143	llm_gap	recovery_at_0.6	0.0	
0904.4143	llm_gap	hallucination_at_0.6	0.0	
0904.4143	llm_gap	recovery_at_0.7	0.0	
0904.4143	llm_gap	hallucination_at_0.7	0.0	
0905.0808	regex_section	rouge1_f	0.5279642058165549	discussion,future_work
0905.0808	regex_section	rouge2_f	0.4449438202247191	discussion,future_work
0905.0808	regex_section	rougeL_f	0.4921700223713646	discussion,future_work
0905.0808	regex_section	pred_chars	810.0	
0905.0808	llm_gap	n_gaps	1.0	
0905.0808	llm_gap	mean_sim_to_gold	0.9967333078384399	
0905.0808	llm_gap	mean_sim_to_full	0.9967333078384399	
0905.0808	llm_gap	recovery_at_0.5	1.0	
0905.0808	llm_gap	hallucination_at_0.5	0.0	
0905.0808	llm_gap	recovery_at_0.6	1.0	
0905.0808	llm_gap	hallucination_at_0.6	0.0	
0905.0808	llm_gap	recovery_at_0.7	1.0	
0905.0808	llm_gap	hallucination_at_0.7	0.0	
0905.0794	regex_section	rouge1_f	0.10743801652892564	fallback
0905.0794	regex_section	rouge2_f	0.03900709219858156	fallback
0905.0794	regex_section	rougeL_f	0.06729634002361275	fallback
0905.0794	regex_section	pred_chars	10849.0	
0905.0794	llm_gap	n_gaps	2.0	
0905.0794	llm_gap	mean_sim_to_gold	0.6439090371131897	
0905.0794	llm_gap	mean_sim_to_full	0.976590633392334	
0905.0794	llm_gap	recovery_at_0.5	1.0	
0905.0794	llm_gap	hallucination_at_0.5	0.0	
0905.0794	llm_gap	recovery_at_0.6	0.5	
0905.0794	llm_gap	hallucination_at_0.6	0.0	
0905.0794	llm_gap	recovery_at_0.7	0.5	
0905.0794	llm_gap	hallucination_at_0.7	0.0	
0905.2459	regex_section	rouge1_f	0.33689839572192515	limitations
0905.2459	regex_section	rouge2_f	0.26344086021505375	limitations
0905.2459	regex_section	rougeL_f	0.29946524064171126	limitations
0905.2459	regex_section	pred_chars	514.0	
0905.2459	llm_gap	n_gaps	1.0	
0905.2459	llm_gap	mean_sim_to_gold	1.0000001192092896	
0905.2459	llm_gap	mean_sim_to_full	1.0000001192092896	
0905.2459	llm_gap	recovery_at_0.5	1.0	
0905.2459	llm_gap	hallucination_at_0.5	0.0	
0905.2459	llm_gap	recovery_at_0.6	1.0	
0905.2459	llm_gap	hallucination_at_0.6	0.0	
0905.2459	llm_gap	recovery_at_0.7	1.0	
0905.2459	llm_gap	hallucination_at_0.7	0.0	
0905.2248	regex_section	rouge1_f	0.6548672566371682	future_work
0905.2248	regex_section	rouge2_f	0.6536412078152753	future_work
0905.2248	regex_section	rougeL_f	0.6548672566371682	future_work
0905.2248	regex_section	pred_chars	1225.0	
0905.2248	llm_gap	n_gaps	2.0	
0905.2248	llm_gap	mean_sim_to_gold	1.0	
0905.2248	llm_gap	mean_sim_to_full	1.0	
0905.2248	llm_gap	recovery_at_0.5	1.0	
0905.2248	llm_gap	hallucination_at_0.5	0.0	
0905.2248	llm_gap	recovery_at_0.6	1.0	
0905.2248	llm_gap	hallucination_at_0.6	0.0	
0905.2248	llm_gap	recovery_at_0.7	1.0	
0905.2248	llm_gap	hallucination_at_0.7	0.0	
0905.1425	regex_section	rouge1_f	0.22598870056497175	fallback
0905.1425	regex_section	rouge2_f	0.05091937765205091	fallback
0905.1425	regex_section	rougeL_f	0.0903954802259887	fallback
0905.1425	regex_section	pred_chars	7520.0	
0905.1425	llm_gap	n_gaps	2.0	
0905.1425	llm_gap	mean_sim_to_gold	0.4659786820411682	
0905.1425	llm_gap	mean_sim_to_full	1.0000001192092896	
0905.1425	llm_gap	recovery_at_0.5	0.0	
0905.1425	llm_gap	hallucination_at_0.5	0.0	
0905.1425	llm_gap	recovery_at_0.6	0.0	
0905.1425	llm_gap	hallucination_at_0.6	0.0	
0905.1425	llm_gap	recovery_at_0.7	0.0	
0905.1425	llm_gap	hallucination_at_0.7	0.0	
0905.4068	regex_section	rouge1_f	0.22031662269129287	tail
0905.4068	regex_section	rouge2_f	0.2192866578599736	tail
0905.4068	regex_section	rougeL_f	0.22031662269129287	tail
0905.4068	regex_section	pred_chars	9162.0	
0905.4068	llm_gap	n_gaps	2.0	
0905.4068	llm_gap	mean_sim_to_gold	0.7574660778045654	
0905.4068	llm_gap	mean_sim_to_full	0.7672399282455444	
0905.4068	llm_gap	recovery_at_0.5	1.0	
0905.4068	llm_gap	hallucination_at_0.5	0.0	
0905.4068	llm_gap	recovery_at_0.6	0.5	
0905.4068	llm_gap	hallucination_at_0.6	0.5	
0905.4068	llm_gap	recovery_at_0.7	0.5	
0905.4068	llm_gap	hallucination_at_0.7	0.5	
0906.2512	regex_section	rouge1_f	0.9245283018867925	fallback
0906.2512	regex_section	rouge2_f	0.9204545454545454	fallback
0906.2512	regex_section	rougeL_f	0.9245283018867925	fallback
0906.2512	regex_section	pred_chars	1855.0	
0906.2512	llm_gap	n_gaps	2.0	
0906.2512	llm_gap	mean_sim_to_gold	0.807025671005249	
0906.2512	llm_gap	mean_sim_to_full	0.7174163460731506	
0906.2512	llm_gap	recovery_at_0.5	1.0	
0906.2512	llm_gap	hallucination_at_0.5	0.5	
0906.2512	llm_gap	recovery_at_0.6	1.0	
0906.2512	llm_gap	hallucination_at_0.6	0.5	
0906.2512	llm_gap	recovery_at_0.7	0.5	
0906.2512	llm_gap	hallucination_at_0.7	0.5	
0906.2447	regex_section	rouge1_f	0.11510791366906475	limitations
0906.2447	regex_section	rouge2_f	0.0048192771084337345	limitations
0906.2447	regex_section	rougeL_f	0.06235011990407674	limitations
0906.2447	regex_section	pred_chars	327.0	
0906.2447	llm_gap	n_gaps	0.0	
0906.2447	llm_gap	mean_sim_to_gold	0.0	
0906.2447	llm_gap	mean_sim_to_full	0.0	
0906.2447	llm_gap	recovery_at_0.5	0.0	
0906.2447	llm_gap	hallucination_at_0.5	0.0	
0906.2447	llm_gap	recovery_at_0.6	0.0	
0906.2447	llm_gap	hallucination_at_0.6	0.0	
0906.2447	llm_gap	recovery_at_0.7	0.0	
0906.2447	llm_gap	hallucination_at_0.7	0.0	
0906.4409	regex_section	rouge1_f	0.07190737355271175	fallback
0906.4409	regex_section	rouge2_f	0.04514948139109212	fallback
0906.4409	regex_section	rougeL_f	0.05484460694698355	fallback
0906.4409	regex_section	pred_chars	10827.0	
0906.4409	llm_gap	n_gaps	1.0	
0906.4409	llm_gap	mean_sim_to_gold	0.5138193964958191	
0906.4409	llm_gap	mean_sim_to_full	0.8585843443870544	
0906.4409	llm_gap	recovery_at_0.5	1.0	
0906.4409	llm_gap	hallucination_at_0.5	0.0	
0906.4409	llm_gap	recovery_at_0.6	0.0	
0906.4409	llm_gap	hallucination_at_0.6	0.0	
0906.4409	llm_gap	recovery_at_0.7	0.0	
0906.4409	llm_gap	hallucination_at_0.7	0.0	
0907.2315	regex_section	rouge1_f	0.12793522267206475	fallback
0907.2315	regex_section	rouge2_f	0.05352798053527981	fallback
0907.2315	regex_section	rougeL_f	0.07125506072874493	fallback
0907.2315	regex_section	pred_chars	7259.0	
0907.2315	llm_gap	n_gaps	2.0	
0907.2315	llm_gap	mean_sim_to_gold	0.6059110164642334	
0907.2315	llm_gap	mean_sim_to_full	1.0	
0907.2315	llm_gap	recovery_at_0.5	1.0	
0907.2315	llm_gap	hallucination_at_0.5	0.0	
0907.2315	llm_gap	recovery_at_0.6	0.5	
0907.2315	llm_gap	hallucination_at_0.6	0.0	
0907.2315	llm_gap	recovery_at_0.7	0.0	
0907.2315	llm_gap	hallucination_at_0.7	0.0	
0907.2640	regex_section	rouge1_f	0.21843003412969283	future_work,limitations
0907.2640	regex_section	rouge2_f	0.048109965635738834	future_work,limitations
0907.2640	regex_section	rougeL_f	0.0955631399317406	future_work,limitations
0907.2640	regex_section	pred_chars	814.0	
0907.2640	llm_gap	n_gaps	1.0	
0907.2640	llm_gap	mean_sim_to_gold	0.558893084526062	
0907.2640	llm_gap	mean_sim_to_full	0.9522486329078674	
0907.2640	llm_gap	recovery_at_0.5	1.0	
0907.2640	llm_gap	hallucination_at_0.5	0.0	
0907.2640	llm_gap	recovery_at_0.6	0.0	
0907.2640	llm_gap	hallucination_at_0.6	0.0	
0907.2640	llm_gap	recovery_at_0.7	0.0	
0907.2640	llm_gap	hallucination_at_0.7	0.0	
0908.1769	regex_section	rouge1_f	0.2928679817905918	fallback
0908.1769	regex_section	rouge2_f	0.08054711246200608	fallback
0908.1769	regex_section	rougeL_f	0.13201820940819425	fallback
0908.1769	regex_section	pred_chars	7016.0	
0908.1769	llm_gap	n_gaps	2.0	
0908.1769	llm_gap	mean_sim_to_gold	0.36294421553611755	
0908.1769	llm_gap	mean_sim_to_full	0.8549871444702148	
0908.1769	llm_gap	recovery_at_0.5	0.0	
0908.1769	llm_gap	hallucination_at_0.5	0.0	
0908.1769	llm_gap	recovery_at_0.6	0.0	
0908.1769	llm_gap	hallucination_at_0.6	0.0	
0908.1769	llm_gap	recovery_at_0.7	0.0	
0908.1769	llm_gap	hallucination_at_0.7	0.0	
0908.3653	regex_section	rouge1_f	1.0	fallback
0908.3653	regex_section	rouge2_f	1.0	fallback
0908.3653	regex_section	rougeL_f	1.0	fallback
0908.3653	regex_section	pred_chars	543.0	
0908.3653	llm_gap	n_gaps	2.0	
0908.3653	llm_gap	mean_sim_to_gold	1.0	
0908.3653	llm_gap	mean_sim_to_full	1.0	
0908.3653	llm_gap	recovery_at_0.5	1.0	
0908.3653	llm_gap	hallucination_at_0.5	0.0	
0908.3653	llm_gap	recovery_at_0.6	1.0	
0908.3653	llm_gap	hallucination_at_0.6	0.0	
0908.3653	llm_gap	recovery_at_0.7	1.0	
0908.3653	llm_gap	hallucination_at_0.7	0.0	
0909.5313	regex_section	rouge1_f	0.4344569288389514	tail
0909.5313	regex_section	rouge2_f	0.433851098018211	tail
0909.5313	regex_section	rougeL_f	0.4344569288389514	tail
0909.5313	regex_section	pred_chars	10443.0	
0909.5313	llm_gap	n_gaps	1.0	
0909.5313	llm_gap	mean_sim_to_gold	0.320886492729187	
0909.5313	llm_gap	mean_sim_to_full	0.7942072749137878	
0909.5313	llm_gap	recovery_at_0.5	0.0	
0909.5313	llm_gap	hallucination_at_0.5	0.0	
0909.5313	llm_gap	recovery_at_0.6	0.0	
0909.5313	llm_gap	hallucination_at_0.6	0.0	
0909.5313	llm_gap	recovery_at_0.7	0.0	
0909.5313	llm_gap	hallucination_at_0.7	0.0	
0910.0670	regex_section	rouge1_f	0.11307725507121276	discussion
0910.0670	regex_section	rouge2_f	0.03455723542116631	discussion
0910.0670	regex_section	rougeL_f	0.06732844195079844	discussion
0910.0670	regex_section	pred_chars	2276.0	
0910.0670	llm_gap	n_gaps	0.0	
0910.0670	llm_gap	mean_sim_to_gold	0.0	
0910.0670	llm_gap	mean_sim_to_full	0.0	
0910.0670	llm_gap	recovery_at_0.5	0.0	
0910.0670	llm_gap	hallucination_at_0.5	0.0	
0910.0670	llm_gap	recovery_at_0.6	0.0	
0910.0670	llm_gap	hallucination_at_0.6	0.0	
0910.0670	llm_gap	recovery_at_0.7	0.0	
0910.0670	llm_gap	hallucination_at_0.7	0.0	
0910.1692	regex_section	rouge1_f	0.28260869565217395	discussion,limitations
0910.1692	regex_section	rouge2_f	0.051094890510948905	discussion,limitations
0910.1692	regex_section	rougeL_f	0.13043478260869565	discussion,limitations
0910.1692	regex_section	pred_chars	948.0	
0910.1692	llm_gap	n_gaps	2.0	
0910.1692	llm_gap	mean_sim_to_gold	0.20678888261318207	
0910.1692	llm_gap	mean_sim_to_full	1.0	
0910.1692	llm_gap	recovery_at_0.5	0.0	
0910.1692	llm_gap	hallucination_at_0.5	0.0	
0910.1692	llm_gap	recovery_at_0.6	0.0	
0910.1692	llm_gap	hallucination_at_0.6	0.0	
0910.1692	llm_gap	recovery_at_0.7	0.0	
0910.1692	llm_gap	hallucination_at_0.7	0.0	
0910.5055	regex_section	rouge1_f	0.1547479484173505	fallback
0910.5055	regex_section	rouge2_f	0.030516431924882632	fallback
0910.5055	regex_section	rougeL_f	0.07502930832356387	fallback
0910.5055	regex_section	pred_chars	9729.0	
0910.5055	llm_gap	n_gaps	1.0	
0910.5055	llm_gap	mean_sim_to_gold	0.44827717542648315	
0910.5055	llm_gap	mean_sim_to_full	0.9065424203872681	
0910.5055	llm_gap	recovery_at_0.5	0.0	
0910.5055	llm_gap	hallucination_at_0.5	0.0	
0910.5055	llm_gap	recovery_at_0.6	0.0	
0910.5055	llm_gap	hallucination_at_0.6	0.0	
0910.5055	llm_gap	recovery_at_0.7	0.0	
0910.5055	llm_gap	hallucination_at_0.7	0.0	
0912.0270	regex_section	rouge1_f	0.30480656506447834	future_work
0912.0270	regex_section	rouge2_f	0.03290246768507638	future_work
0912.0270	regex_section	rougeL_f	0.11723329425556858	future_work
0912.0270	regex_section	pred_chars	3749.0	
0912.0270	llm_gap	n_gaps	1.0	
0912.0270	llm_gap	mean_sim_to_gold	0.4761784076690674	
0912.0270	llm_gap	mean_sim_to_full	1.0	
0912.0270	llm_gap	recovery_at_0.5	0.0	
0912.0270	llm_gap	hallucination_at_0.5	0.0	
0912.0270	llm_gap	recovery_at_0.6	0.0	
0912.0270	llm_gap	hallucination_at_0.6	0.0	
0912.0270	llm_gap	recovery_at_0.7	0.0	
0912.0270	llm_gap	hallucination_at_0.7	0.0	
0912.1200	regex_section	rouge1_f	0.06963470319634703	tail
0912.1200	regex_section	rouge2_f	0.06857142857142857	tail
0912.1200	regex_section	rougeL_f	0.06963470319634703	tail
0912.1200	regex_section	pred_chars	12235.0	
0912.1200	llm_gap	n_gaps	0.0	
0912.1200	llm_gap	mean_sim_to_gold	0.0	
0912.1200	llm_gap	mean_sim_to_full	0.0	
0912.1200	llm_gap	recovery_at_0.5	0.0	
0912.1200	llm_gap	hallucination_at_0.5	0.0	
0912.1200	llm_gap	recovery_at_0.6	0.0	
0912.1200	llm_gap	hallucination_at_0.6	0.0	
0912.1200	llm_gap	recovery_at_0.7	0.0	
0912.1200	llm_gap	hallucination_at_0.7	0.0	
0912.2625	regex_section	rouge1_f	0.17270788912579957	tail
