id	stage	metric	value	extra
0807.1134	regex_section	rouge2_f	0.14193548387096774	discussion,limitations
0807.1134	regex_section	rougeL_f	0.25695931477516065	discussion,limitations
0807.1134	regex_section	pred_chars	1341.0	
0807.1134	llm_gap	n_gaps	0.0	
0807.1134	llm_gap	mean_sim_to_gold	0.0	
0807.1134	llm_gap	mean_sim_to_full	0.0	
0807.1134	llm_gap	recovery_at_0.5	0.0	
0807.1134	llm_gap	hallucination_at_0.5	0.0	
0807.1134	llm_gap	recovery_at_0.6	0.0	
0807.1134	llm_gap	hallucination_at_0.6	0.0	
0807.1134	llm_gap	recovery_at_0.7	0.0	
0807.1134	llm_gap	hallucination_at_0.7	0.0	
0807.0023	regex_section	rouge1_f	0.5933014354066986	fallback
0807.0023	regex_section	rouge2_f	0.4161073825503356	fallback
0807.0023	regex_section	rougeL_f	0.37129186602870806	fallback
0807.0023	regex_section	pred_chars	4090.0	
0807.0023	llm_gap	n_gaps	2.0	
0807.0023	llm_gap	mean_sim_to_gold	1.0	
0807.0023	llm_gap	mean_sim_to_full	1.0	
0807.0023	llm_gap	recovery_at_0.5	1.0	
0807.0023	llm_gap	hallucination_at_0.5	0.0	
0807.0023	llm_gap	recovery_at_0.6	1.0	
0807.0023	llm_gap	hallucination_at_0.6	0.0	
0807.0023	llm_gap	recovery_at_0.7	1.0	
0807.0023	llm_gap	hallucination_at_0.7	0.0	
0808.2057	regex_section	rouge1_f	0.31578947368421056	fallback
0808.2057	regex_section	rouge2_f	0.07874015748031496	fallback
0808.2057	regex_section	rougeL_f	0.1234119782214156	fallback
0808.2057	regex_section	pred_chars	8373.0	
0808.2057	llm_gap	n_gaps	1.0	
0808.2057	llm_gap	mean_sim_to_gold	0.7161424160003662	
0808.2057	llm_gap	mean_sim_to_full	1.0	
0808.2057	llm_gap	recovery_at_0.5	1.0	
0808.2057	llm_gap	hallucination_at_0.5	0.0	
0808.2057	llm_gap	recovery_at_0.6	1.0	
0808.2057	llm_gap	hallucination_at_0.6	0.0	
0808.2057	llm_gap	recovery_at_0.7	1.0	
0808.2057	llm_gap	hallucination_at_0.7	0.0	
0811.2508	regex_section	rouge1_f	0.24312590448625182	fallback
0811.2508	regex_section	rouge2_f	0.055072463768115934	fallback
0811.2508	regex_section	rougeL_f	0.09985528219971056	fallback
0811.2508	regex_section	pred_chars	7812.0	
0811.2508	llm_gap	n_gaps	2.0	
0811.2508	llm_gap	mean_sim_to_gold	0.42494961619377136	
0811.2508	llm_gap	mean_sim_to_full	1.0	
0811.2508	llm_gap	recovery_at_0.5	0.0	
0811.2508	llm_gap	hallucination_at_0.5	0.0	
0811.2508	llm_gap	recovery_at_0.6	0.0	
0811.2508	llm_gap	hallucination_at_0.6	0.0	
0811.2508	llm_gap	recovery_at_0.7	0.0	
0811.2508	llm_gap	hallucination_at_0.7	0.0	
0811.3859	regex_section	rouge1_f	0.24866785079928952	discussion
0811.3859	regex_section	rouge2_f	0.053475935828877004	discussion
0811.3859	regex_section	rougeL_f	0.1349911190053286	discussion
0811.3859	regex_section	pred_chars	1322.0	
0811.3859	llm_gap	n_gaps	1.0	
0811.3859	llm_gap	mean_sim_to_gold	0.5495617985725403	
0811.3859	llm_gap	mean_sim_to_full	0.8656655550003052	
0811.3859	llm_gap	recovery_at_0.5	1.0	
0811.3859	llm_gap	hallucination_at_0.5	0.0	
0811.3859	llm_gap	recovery_at_0.6	0.0	
0811.3859	llm_gap	hallucination_at_0.6	0.0	
0811.3859	llm_gap	recovery_at_0.7	0.0	
0811.3859	llm_gap	hallucination_at_0.7	0.0	
